Receipt.No,Employee.No,Amount
7818,16,$663.49 
7819,25,$9.72 
7820,90,$938.70 
7821,2,$75.16 
7822,24,$69.71 
7823,20,$124.89 
7824,55,$493.74 
7825,64,$709.52 
7826,95,$445.35 
7827,37,$682.40 
7828,6,$90.35 
7829,59,$375.15 
7830,59,$783.15 
7831,97,$646.06 
7832,78,$639.71 
7833,83,$503.17 
7834,82,$118.00 
7835,99,$918.11 
7836,23,$929.67 
7837,2,$539.64 
7838,48,$74.92 
7839,4,$196.98 
7840,44,$646.05 
7841,66,$749.46 
7842,72,$822.90 
7843,8,$575.26 
7844,10,$460.67 
7845,0,$229.05 
7846,93,$722.51 
7847,93,$494.23 
7848,59,$354.86 
7849,46,$564.63 
7850,43,$970.41 
7851,19,$981.12 
7852,15,$978.22 
7853,22,$249.32 
7854,98,$691.48 
7855,27,$452.09 
7856,34,$3.28 
7857,2,$626.48 
7858,25,$192.86 
7859,80,$539.47 
7860,46,$131.47 
7861,40,$816.25 
7862,6,$16.16 
7863,11,$637.74 
7864,88,$116.83 
7865,80,$940.44 
7866,68,$919.66 
7867,49,$382.82 
7868,78,$750.68 
7869,29,$375.06 
7870,58,$346.95 
7871,13,$912.50 
7872,4,$782.00 
7873,5,$336.42 
7874,16,$562.15 
7875,38,$223.23 
7876,30,$332.92 
7877,71,$567.32 
7878,26,$323.92 
7879,82,$202.73 
7880,5,$648.23 
7881,21,$967.10 
7882,58,$559.51 
7883,69,$975.47 
7884,9,$826.76 
7885,52,$214.61 
7886,59,$988.18 
7887,42,$937.90 
7888,25,$189.31 
7889,36,$755.40 
7890,49,$747.93 
7891,35,$990.31 
7892,11,$295.48 
7893,99,$808.28 
7894,14,$537.62 
7895,66,$241.36 
7896,92,$330.44 
7897,38,$971.19 
7898,83,$175.11 
7899,62,$689.37 
7900,57,$677.27 
7901,68,$346.42 
7902,99,$348.19 
7903,31,$679.81 
7904,39,$766.45 
7905,63,$602.21 
7906,67,$229.00 
7907,23,$302.61 
7908,2,$254.33 
7909,51,$856.08 
7910,56,$47.24 
7911,14,$728.38 
7912,69,$136.10 
7913,41,$15.39 
7914,60,$542.28 
7915,99,$179.30 
7916,38,$464.03 
7917,53,$502.01 
7918,93,$244.95 
7919,84,$626.03 
7920,77,$170.36 
7921,91,$854.45 
7922,43,$770.33 
7923,51,$978.62 
7924,0,$580.38 
7925,8,$365.66 
7926,68,$514.21 
7927,40,$563.26 
7928,19,$452.67 
7929,10,$606.86 
7930,13,$337.41 
7931,72,$412.77 
7932,30,$61.94 
7933,82,$484.30 
7934,80,$254.47 
7935,52,$336.36 
7936,89,$329.09 
7937,77,$211.43 
7938,92,$918.40 
7939,56,$595.28 
7940,55,$572.28 
7941,71,$373.71 
7942,18,$681.63 
7943,82,$905.61 
7944,58,$884.15 
7945,20,$529.97 
7946,99,$693.90 
7947,31,$618.58 
7948,68,$350.65 
7949,97,$452.71 
7950,62,$987.82 
7951,75,$211.12 
7952,74,$17.62 
7953,1,$338.46 
7954,55,$995.24 
7955,6,$513.33 
7956,31,$39.98 
7957,82,$639.11 
7958,8,$219.83 
7959,27,$963.90 
7960,91,$412.88 
7961,36,$244.40 
7962,39,$977.25 
7963,38,$221.61 
7964,98,$906.93 
7965,48,$401.85 
7966,13,$277.85 
7967,3,$383.53 
7968,95,$159.26 
7969,16,$45.26 
7970,16,$113.12 
7971,6,$963.23 
7972,75,$389.23 
7973,13,$673.38 
7974,38,$348.58 
7975,74,$183.05 
7976,91,$329.14 
7977,0,$968.75 
7978,69,$890.85 
7979,87,$655.37 
7980,0,$742.56 
7981,29,$661.99 
7982,7,$6.61 
7983,52,$924.57 
7984,8,$750.01 
7985,85,$127.62 
7986,91,$456.29 
7987,15,$309.79 
7988,2,$650.35 
7989,85,$190.42 
7990,56,$797.47 
7991,57,$518.55 
7992,32,$476.86 
7993,97,$986.30 
7994,35,$107.79 
7995,27,$116.72 
7996,9,$64.29 
7997,27,$707.59 
7998,64,$550.33 
7999,75,$140.69 
8000,30,$315.34 
8001,13,$35.10 
8002,57,$385.48 
8003,37,$387.98 
8004,86,$219.85 
8005,39,$283.21 
8006,14,$56.37 
8007,25,$966.79 
8008,27,$794.60 
8009,51,$172.97 
8010,7,$98.39 
8011,18,$184.91 
8012,92,$294.29 
8013,92,$520.54 
8014,2,$291.33 
8015,51,$429.93 
8016,59,$570.79 
8017,89,$181.29 
8018,37,$867.93 
8019,41,$735.86 
8020,55,$55.42 
8021,56,$955.95 
8022,70,$243.40 
8023,46,$744.65 
8024,77,$625.64 
8025,91,$510.92 
8026,35,$462.17 
8027,22,$852.99 
8028,83,$897.41 
8029,40,$450.28 
8030,85,$356.46 
8031,17,$661.62 
8032,45,$198.80 
8033,21,$989.70 
8034,65,$130.89 
8035,33,$494.35
8036,20,$264.46 
8037,76,$135.95 
8038,86,$861.66 
8039,43,$326.98 
8040,89,$974.92 
8041,92,$394.69 
8042,72,$111.83 
8043,71,$380.55 
8044,10,$967.18 
8045,7,$59.46 
8046,19,$266.26 
8047,98,$805.66 
8048,3,$566.20 
8049,42,$425.09 
8050,63,$738.60 
8051,73,$811.44 
8052,28,$239.37 
8053,50,$897.27 
8054,43,$487.33 
8055,34,$888.38 
8056,44,$80.95 
8057,57,$333.53 
8058,66,$218.92 
8059,12,$794.42 
8060,11,$317.20 
8061,94,$437.98 
8062,75,$520.84 
8063,43,$832.92 
8064,73,$46.68 
8065,37,$530.36 
8066,59,$515.25 
8067,18,$252.71 
8068,36,$906.20 
8069,32,$257.95 
8070,61,$234.24 
8071,86,$681.79 
8072,21,$893.81 
8073,18,$316.51 
8074,30,$530.68 
8075,1,$393.35 
8076,75,$793.92 
8077,20,$801.59 
8078,72,$769.86 
8079,42,$65.33 
8080,75,$640.60 
8081,98,$600.68 
8082,98,$417.66 
8083,21,$330.22 
8084,94,$381.13 
8085,97,$388.36 
8086,25,$456.86 
8087,28,$214.28 
8088,61,$742.24 
8089,1,$184.13 
8090,55,$806.23 
8091,76,$901.48 
8092,82,$643.27 
8093,76,$735.12 
8094,75,$974.66 
8095,43,$648.12 
8096,67,$217.91 
8097,86,$929.62 
8098,30,$161.52 
8099,94,$654.84 
8100,74,$64.00 
8101,60,$487.99 
8102,70,$362.40 
8103,70,$760.97 
8104,47,$518.90 
8105,82,$561.54 
8106,67,$344.93 
8107,92,$770.40 
8108,75,$464.72 
8109,1,$325.07 
8110,50,$959.37 
8111,55,$448.13 
8112,90,$260.80 
8113,90,$675.26 
8114,6,$555.00 
8115,42,$536.61 
8116,8,$867.42 
8117,67,$804.01 
8118,29,$87.47 
8119,56,$630.69 
8120,93,$48.98 
8121,54,$33.04 
8122,35,$480.46 
8123,76,$318.08 
8124,88,$741.70 
8125,92,$962.12 
8126,66,$52.30 
8127,1,$104.24 
8128,66,$54.91 
8129,65,$406.85 
8130,19,$733.69 
8131,46,$684.65 
8132,67,$165.72 
8133,48,$878.47 
8134,52,$422.19 
8135,35,$218.66 
8136,4,$815.52 
8137,98,$940.84 
8138,22,$485.05 
8139,60,$489.34 
8140,83,$522.56 
8141,67,$223.68 
8142,15,$28.04 
8143,54,$850.22 
8144,44,$263.61 
8145,24,$578.44 
8146,89,$46.20 
8147,47,$286.74 
8148,20,$414.42 
8149,92,$462.91 
8150,1,$83.32 
8151,22,$361.82 
8152,89,$40.48 
8153,76,$217.73 
8154,60,$911.53 
8155,65,$146.81 
8156,25,$385.61 
8157,96,$8.96 
8158,65,$736.62 
8159,28,$627.54 
8160,54,$730.94 
8161,68,$465.71 
8162,12,$821.11 
8163,11,$835.53 
8164,55,$753.19 
8165,97,$629.46 
8166,37,$278.79 
8167,35,$207.70 
8168,39,$603.45 
8169,48,$929.42 
8170,61,$680.83 
8171,67,$646.23 
8172,29,$399.79 
8173,2,$314.58 
8174,59,$998.49 
8175,82,$815.85 
8176,61,$157.57 
8177,17,$559.30 
8178,2,$487.37 
8179,66,$975.45 
8180,36,$488.14 
8181,39,$229.62 
8182,42,$478.78 
8183,5,$52.12 
8184,93,$643.08 
8185,50,$896.08 
8186,51,$505.05 
8187,9,$815.44 
8188,60,$892.55 
8189,97,$339.56 
8190,49,$935.35 
8191,95,$134.53 
8192,33,$482.36
8193,60,$318.84 
8194,62,$630.40 
8195,90,$411.51 
8196,53,$750.21 
8197,91,$778.58 
8198,22,$934.11 
8199,65,$90.21 
8200,93,$417.93 
8201,3,$219.41 
8202,63,$570.77 
8203,3,$890.77 
8204,72,$333.10 
8205,4,$973.63 
8206,28,$138.66 
8207,33,$383.26 
8208,92,$237.31 
8209,73,$755.62 
8210,98,$838.13 
8211,90,$902.22 
8212,19,$993.61 
8213,10,$282.47 
8214,5,$492.69 
8215,19,$848.71 
8216,8,$996.16 
8217,19,$989.61 
8218,60,$717.52 
8219,0,$346.36 
8220,15,$626.54 
8221,32,$166.06 
8222,23,$250.56 
8223,53,$217.58 
8224,86,$348.80 
8225,23,$760.15 
8226,70,$3.69 
8227,76,$110.72 
8228,47,$365.01 
8229,46,$915.28 
8230,48,$850.60 
8231,40,$882.62 
8232,98,$772.20 
8233,95,$915.16 
8234,7,$769.27 
8235,32,$568.85 
8236,37,$485.53 
8237,11,$611.77 
8238,60,$200.63 
8239,29,$977.13 
8240,81,$297.56 
8241,34,$22.88 
8242,41,$551.24 
8243,14,$929.68 
8244,4,$538.56 
8245,43,$432.65 
8246,68,$366.52 
8247,59,$694.19 
8248,75,$301.58 
8249,36,$35.83 
8250,25,$9.82 
8251,80,$820.33 
8252,42,$116.52 
8253,5,$404.03 
8254,75,$315.64 
8255,51,$840.20 
8256,47,$390.90 
8257,51,$499.45 
8258,99,$80.59 
8259,39,$61.72 
8260,94,$760.79 
8261,92,$470.15 
8262,41,$881.57 
8263,88,$799.97 
8264,48,$128.96 
8265,59,$449.69 
8266,89,$789.09 
8267,39,$398.42 
8268,54,$197.28 
8269,23,$545.77 
8270,93,$951.88 
8271,50,$697.69 
8272,65,$192.81 
8273,59,$742.50 
8274,81,$886.05 
8275,59,$341.55 
8276,62,$377.03 
8277,56,$455.21 
8278,72,$288.29 
8279,6,$300.28 
8280,35,$709.01 
8281,17,$853.55 
8282,56,$542.33 
8283,90,$257.40 
8284,53,$988.90 
8285,50,$242.46 
8286,21,$607.13 
8287,28,$941.42 
8288,75,$411.90 
8289,65,$513.69 
8290,61,$974.94 
8291,16,$598.46 
8292,20,$163.82 
8293,72,$260.49 
8294,83,$909.37 
8295,63,$309.33 
8296,85,$445.18 
8297,77,$153.95 
8298,96,$159.92 
8299,95,$380.70 
8300,1,$567.49 
8301,95,$403.54 
8302,44,$219.62 
8303,2,$448.90 
8304,83,$998.29 
8305,14,$413.78 
8306,7,$122.21 
8307,74,$378.90 
8308,26,$772.47 
8309,13,$183.39 
8310,83,$48.07 
8311,92,$770.45 
8312,15,$387.93 
8313,4,$269.71 
8314,94,$905.10 
8315,91,$276.25 
8316,78,$304.38 
8317,51,$575.45 
8318,6,$806.21 
8319,53,$992.35 
8320,49,$979.96 
8321,42,$507.92 
8322,20,$892.64 
8323,23,$42.65 
8324,46,$479.73 
8325,88,$664.93 
8326,14,$772.86 
8327,13,$550.96 
8328,1,$954.13 
8329,81,$405.40 
8330,98,$445.25 
8331,87,$300.58 
8332,9,$786.08 
8333,26,$504.45 
8334,33,$150.36 
8335,12,$388.72 
8336,38,$132.97 
8337,40,$997.88 
8338,79,$659.42 
8339,74,$189.39 
8340,54,$914.54 
8341,88,$310.62 
8342,37,$28.91 
8343,88,$583.06 
8344,2,$171.87 
8345,36,$773.97 
8346,97,$894.73 
8347,30,$799.32 
8348,82,$939.40 
8349,26,$384.40 
8350,54,$298.75 
8351,6,$187.35 
8352,3,$731.65 
8353,26,$759.33 
8354,92,$689.65 
8355,15,$716.43 
8356,0,$766.78 
8357,28,$49.96 
8358,18,$269.91 
8359,9,$399.78 
8360,88,$941.19 
8361,83,$650.53 
8362,33,$602.35 
8363,99,$437.27 
8364,15,$967.75 
8365,48,$421.37 
8366,10,$483.58 
8367,27,$38.46 
8368,63,$894.18 
8369,52,$484.51 
8370,15,$290.70 
8371,19,$586.13 
8372,60,$561.13 
8373,49,$997.62 
8374,89,$412.21 
8375,32,$929.62 
8376,7,$682.64 
8377,80,$644.42 
8378,40,$887.51 
8379,58,$578.18 
8380,67,$471.47 
8381,61,$853.81 
8382,40,$148.80 
8383,18,$375.54 
8384,24,$417.91 
8385,44,$984.07 
8386,34,$762.42 
8387,59,$921.47 
8388,81,$210.83 
8389,41,$902.64 
8390,12,$544.10 
8391,37,$871.88 
8392,57,$626.88 
8393,38,$106.02 
8394,47,$220.70 
8395,17,$858.29 
8396,76,$338.41 
8397,65,$987.01 
8398,29,$288.09 
8399,47,$876.07 
8400,57,$677.65 
8401,91,$400.12 
8402,72,$467.55 
8403,77,$900.20 
8404,20,$73.35 
8405,17,$644.40 
8406,64,$1.31 
8407,48,$268.57 
8408,86,$186.47 
8409,59,$500.75 
8410,89,$387.07 
8411,63,$605.84 
8412,27,$820.82 
8413,13,$636.53 
8414,87,$600.45 
8415,43,$705.41 
8416,90,$210.44 
8417,26,$231.41 
8418,59,$419.20 
8419,76,$869.39 
8420,72,$153.55 
8421,17,$897.51 
8422,28,$313.47 
8423,71,$285.81 
8424,61,$769.53 
8425,28,$632.85 
8426,61,$92.02 
8427,84,$258.11 
8428,3,$830.31 
8429,20,$379.07 
8430,20,$747.96 
8431,44,$521.53 
8432,0,$286.37 
8433,38,$907.43 
8434,78,$241.60 
8435,25,$661.41 
8436,52,$717.39 
8437,91,$998.61 
8438,77,$744.30 
8439,56,$844.96 
8440,49,$539.68 
8441,45,$762.63 
8442,19,$229.50 
8443,49,$959.67 
8444,23,$314.44 
8445,34,$748.73 
8446,44,$946.02 
8447,69,$595.60 
8448,40,$316.43 
8449,15,$770.56 
8450,52,$543.09 
8451,50,$191.09 
8452,50,$707.41 
8453,81,$288.63 
8454,50,$168.03 
8455,55,$516.30 
8456,55,$905.61 
8457,80,$642.00 
8458,25,$262.78 
8459,45,$845.32 
8460,47,$366.93 
8461,33,$552.09 
8462,5,$69.56 
8463,58,$756.19 
8464,88,$946.01 
8465,92,$273.01 
8466,81,$512.80 
8467,25,$36.61 
8468,54,$779.12 
8469,27,$81.81 
8470,27,$82.49 
8471,80,$305.61 
8472,44,$564.27 
8473,77,$765.12 
8474,61,$42.57 
8475,42,$213.68 
8476,19,$278.68 
8477,7,$781.79 
8478,35,$763.82 
8479,94,$891.75 
8480,40,$438.61 
8481,72,$23.61 
8482,59,$964.37 
8483,20,$70.49 
8484,67,$797.96 
8485,29,$350.31 
8486,77,$870.27 
8487,2,$264.13 
8488,0,$725.74 
8489,26,$105.19 
8490,97,$424.50 
8491,4,$723.64 
8492,87,$664.21 
8493,37,$861.25 
8494,54,$343.50 
8495,32,$713.64 
8496,86,$717.86 
8497,73,$872.85 
8498,44,$249.59 
8499,73,$431.42 
8500,59,$988.21 
8501,35,$922.00 
8502,22,$486.76 
8503,68,$554.22 
8504,30,$551.39 
8505,31,$654.48 
8506,99,$315.52 
8507,87,$89.66 
8508,59,$543.96 
8509,1,$664.93 
8510,84,$515.94 
8511,67,$894.71 
8512,29,$348.30 
8513,99,$988.31 
8514,50,$141.03 
8515,5,$432.53 
8516,67,$308.16 
8517,85,$191.56 
8518,22,$574.77 
8519,25,$599.94 
8520,48,$191.98 
8521,90,$418.99 
8522,26,$920.01 
8523,0,$481.73 
8524,23,$258.15 
8525,21,$343.18 
8526,59,$421.82 
8527,7,$745.32 
8528,31,$821.89 
8529,89,$308.49 
8530,40,$515.59 
8531,57,$136.01 
8532,37,$330.87 
8533,47,$613.42 
8534,87,$270.65 
8535,19,$169.53 
8536,10,$165.12 
8537,42,$996.60 
8538,90,$229.34 
8539,84,$875.88 
8540,49,$372.04 
8541,58,$199.50 
8542,93,$106.75 
8543,29,$51.28 
8544,28,$807.66 
8545,91,$250.05 
8546,24,$982.31 
8547,97,$809.55 
8548,31,$203.55 
8549,13,$202.62 
8550,91,$765.27 
8551,34,$613.27 
8552,15,$952.86 
8553,4,$918.42 
8554,0,$985.74 
8555,61,$309.11 
8556,12,$894.17 
8557,79,$937.51 
8558,95,$851.31 
8559,49,$106.28 
8560,86,$479.57 
8561,34,$203.98 
8562,80,$986.83 
8563,70,$962.77 
8564,23,$883.81 
8565,4,$220.79 
8566,42,$483.74 
8567,63,$11.03 
8568,16,$739.34 
8569,26,$939.75 
8570,96,$85.33 
8571,37,$57.94 
8572,66,$45.41 
8573,82,$919.42 
8574,53,$754.83 
8575,73,$391.85 
8576,23,$376.07 
8577,9,$603.85 
8578,53,$132.26 
8579,85,$591.94 
8580,99,$884.26 
8581,53,$553.76 
8582,17,$583.78 
8583,16,$511.23 
8584,58,$334.40 
8585,11,$506.21 
8586,58,$290.41 
8587,18,$449.75 
8588,23,$428.04 
8589,95,$346.08 
8590,77,$45.44 
8591,51,$925.11 
8592,94,$156.18 
8593,35,$162.98 
8594,1,$519.63 
8595,48,$191.39 
8596,32,$233.21 
8597,71,$709.83 
8598,16,$141.70 
8599,79,$852.22 
8600,93,$831.58 
8601,27,$415.31 
8602,71,$107.65 
8603,9,$691.02 
8604,37,$54.79 
8605,17,$831.55 
8606,39,$797.87 
8607,96,$176.41 
8608,13,$51.91 
8609,16,$93.77 
8610,91,$290.64 
8611,53,$509.74 
8612,18,$895.71 
8613,7,$688.19 
8614,94,$390.78 
8615,87,$298.47 
8616,69,$78.02 
8617,41,$182.01 
8618,87,$718.73 
8619,78,$82.23 
8620,39,$984.17 
8621,22,$330.73 
8622,20,$172.39 
8623,34,$589.62 
8624,62,$423.00 
8625,81,$798.75 
8626,49,$474.22 
8627,5,$797.43 
8628,35,$392.17 
8629,6,$919.09 
8630,43,$355.16 
8631,34,$444.96 
8632,94,$101.56 
8633,63,$655.77 
8634,10,$928.86 
8635,10,$680.32 
8636,43,$801.50 
8637,10,$363.04 
8638,57,$243.76 
8639,8,$34.25 
8640,93,$447.74 
8641,46,$517.75 
8642,43,$44.34 
8643,37,$902.67 
8644,41,$566.73 
8645,99,$841.75 
8646,81,$199.72 
8647,24,$447.92 
8648,97,$734.49 
8649,93,$512.37 
8650,91,$649.13 
8651,40,$892.86 
8652,36,$174.19 
8653,73,$241.74 
8654,23,$856.30 
8655,51,$426.94 
8656,94,$7.57 
8657,63,$240.16 
8658,99,$931.22 
8659,79,$634.58 
8660,87,$961.36 
8661,83,$306.47 
8662,75,$330.09 
8663,60,$429.38 
8664,6,$524.74 
8665,45,$949.43 
8666,61,$703.33 
8667,41,$106.12 
8668,32,$353.01 
8669,2,$221.88 
8670,16,$595.90 
8671,61,$858.64 
8672,8,$831.80 
8673,71,$165.53 
8674,79,$448.54 
8675,90,$315.32 
8676,80,$946.69 
8677,11,$933.88 
8678,3,$269.30 
8679,63,$944.30 
8680,49,$429.21 
8681,71,$570.50 
8682,71,$966.73 
8683,89,$337.75 
8684,85,$874.02 
8685,70,$834.28 
8686,30,$775.42 
8687,96,$575.33 
8688,40,$115.94 
8689,76,$707.01 
8690,44,$425.86 
8691,34,$984.82 
8692,98,$216.19 
8693,59,$444.71 
8694,91,$269.90 
8695,26,$742.42 
8696,82,$961.20 
8697,76,$55.62 
8698,82,$823.49 
8699,53,$777.84 
8700,22,$349.77 
8701,10,$203.80 
8702,46,$127.57 
8703,51,$199.87 
8704,96,$867.08 
8705,75,$342.73 
8706,97,$899.64 
8707,53,$689.96 
8708,23,$489.47 
8709,52,$643.45 
8710,77,$20.63 
8711,56,$216.90 
8712,28,$715.89 
8713,85,$802.04 
8714,15,$321.04 
8715,1,$591.47 
8716,6,$536.34 
8717,12,$830.94 
8718,82,$909.52 
8719,51,$655.08 
8720,41,$794.17 
8721,67,$683.33 
8722,93,$829.87 
8723,92,$540.18 
8724,64,$810.50 
8725,42,$897.61 
8726,47,$442.38 
8727,4,$253.04 
8728,12,$421.90 
8729,0,$306.37 
8730,54,$937.97 
8731,66,$798.42 
8732,71,$875.33 
8733,38,$491.45 
8734,21,$867.19 
8735,3,$495.94 
8736,94,$113.53 
8737,19,$437.39 
8738,22,$634.41 
8739,81,$44.96 
8740,69,$473.46 
8741,95,$10.03 
8742,62,$174.58 
8743,52,$490.46 
8744,55,$486.31 
8745,23,$544.51 
8746,21,$156.24 
8747,28,$220.76 
8748,69,$19.42 
8749,28,$13.71 
8750,38,$776.01 
8751,72,$714.15 
8752,90,$788.99 
8753,97,$701.67 
8754,38,$72.51 
8755,32,$256.43 
8756,35,$357.79 
8757,95,$858.85 
8758,66,$302.01 
8759,82,$987.65 
8760,43,$147.69 
8761,8,$430.61 
8762,93,$792.11 
8763,12,$251.70 
8764,0,$648.22 
8765,54,$106.56 
8766,97,$751.15 
8767,32,$306.82 
8768,49,$147.77 
8769,29,$893.03 
8770,16,$193.50 
8771,43,$481.81 
8772,76,$369.07 
8773,93,$249.15 
8774,6,$481.51 
8775,75,$238.57 
8776,46,$908.47 
8777,37,$277.75 
8778,32,$420.97 
8779,23,$558.07 
8780,89,$903.14 
8781,4,$696.20 
8782,46,$686.68 
8783,41,$305.88 
8784,60,$37.91 
8785,40,$980.54 
8786,57,$627.89 
8787,13,$516.79 
8788,37,$733.04 
8789,81,$6.26 
8790,62,$108.15 
8791,66,$95.13 
8792,83,$39.26 
8793,29,$610.44 
8794,66,$494.37 
8795,62,$509.69 
8796,26,$97.22 
8797,78,$604.86 
8798,13,$883.15 
8799,2,$912.51 
8800,83,$71.12 
8801,72,$446.23 
8802,55,$983.03 
8803,11,$836.17 
8804,29,$698.79 
8805,37,$9.91 
8806,21,$340.53 
8807,51,$168.98 
8808,35,$278.89 
8809,99,$379.68 
8810,41,$619.82 
8811,39,$904.89 
8812,0,$276.40 
8813,25,$253.36 
8814,12,$985.65 
8815,16,$549.10 
8816,29,$644.49 
8817,3,$497.08 
8818,37,$472.60 
8819,72,$622.62 
8820,9,$469.39 
8821,86,$294.39 
8822,58,$501.23 
8823,87,$554.11 
8824,30,$133.75 
8825,51,$506.97 
8826,3,$596.02 
8827,65,$609.32 
8828,64,$413.18 
8829,83,$25.94 
8830,72,$538.27 
8831,63,$730.64 
8832,96,$986.70 
8833,80,$230.72 
8834,58,$656.37 
8835,55,$22.80 
8836,96,$220.73 
8837,17,$882.75 
8838,93,$962.82 
8839,11,$44.26 
8840,4,$660.04 
8841,34,$742.56 
8842,33,$606.50 
8843,27,$992.81 
8844,53,$527.89 
8845,36,$600.82 
8846,55,$913.68 
8847,41,$857.19 
8848,4,$234.32 
8849,24,$77.92 
8850,59,$150.00 
8851,12,$191.35 
8852,68,$358.80 
8853,2,$402.84 
8854,63,$442.92 
8855,57,$52.74 
8856,61,$955.32 
8857,96,$683.29 
8858,83,$63.75 
8859,15,$793.06 
8860,98,$955.11 
8861,40,$579.53 
8862,92,$923.11 
8863,37,$313.45 
8864,47,$941.50 
8865,86,$775.65 
8866,86,$916.07 
8867,82,$629.24 
8868,57,$647.49 
8869,1,$257.30 
8870,39,$768.33 
8871,79,$589.73 
8872,13,$883.32 
8873,11,$113.75 
8874,52,$529.75 
8875,15,$861.86 
8876,4,$297.55 
8877,24,$553.81 
8878,71,$560.47 
8879,64,$873.14 
8880,0,$751.23 
8881,40,$959.51 
8882,78,$273.74 
8883,66,$783.50 
8884,34,$328.84 
8885,37,$483.48 
8886,88,$24.49 
8887,39,$174.02 
8888,60,$141.51 
8889,55,$711.07 
8890,10,$162.98 
8891,19,$478.25 
8892,14,$409.37 
8893,11,$316.03 
8894,25,$308.17 
8895,67,$40.20 
8896,47,$176.79 
8897,82,$595.20 
8898,13,$950.95 
8899,52,$904.45 
8900,98,$107.51 
8901,92,$203.36 
8902,84,$15.63 
8903,5,$362.33 
8904,25,$79.44 
8905,53,$692.28 
8906,7,$907.22 
8907,55,$947.10 
8908,69,$324.64 
8909,38,$874.29 
8910,89,$584.59 
8911,4,$549.86 
8912,27,$4.49 
8913,6,$548.21 
8914,79,$939.15 
8915,16,$749.88 
8916,84,$103.88 
8917,25,$659.52 
8918,32,$286.40 
8919,95,$89.61 
8920,79,$784.46 
8921,46,$614.80 
8922,26,$869.25 
8923,0,$865.65 
8924,52,$628.02 
8925,41,$951.68 
8926,11,$772.49 
8927,53,$535.17 
8928,55,$37.55 
8929,52,$643.36 
8930,8,$895.68 
8931,36,$234.31 
8932,3,$606.12 
8933,10,$554.01 
8934,72,$624.28 
8935,33,$315.73 
8936,78,$985.38 
8937,5,$187.19 
8938,62,$450.84 
8939,4,$649.25 
8940,74,$132.41 
8941,58,$57.83 
8942,80,$190.73 
8943,72,$579.08 
8944,43,$40.40 
8945,49,$267.55 
8946,39,$231.72 
8947,65,$656.78 
8948,18,$736.48 
8949,68,$705.17 
8950,56,$662.56 
8951,69,$916.41 
8952,15,$953.22 
8953,79,$751.35 
8954,35,$108.05 
8955,68,$464.74 
8956,60,$202.48 
8957,72,$163.32 
8958,42,$842.15 
8959,73,$857.45 
8960,17,$832.84 
8961,62,$892.80 
8962,55,$373.88 
8963,47,$253.26 
8964,48,$897.96 
8965,3,$408.12 
8966,19,$678.41 
8967,7,$155.17 
8968,36,$328.56 
8969,55,$343.55 
8970,32,$96.98 
8971,26,$350.85 
8972,35,$6.93 
8973,71,$536.88 
8974,29,$351.04 
8975,68,$893.01 
8976,27,$652.46 
8977,41,$228.44 
8978,44,$196.91 
8979,71,$191.62 
8980,82,$164.40 
8981,41,$478.54 
8982,3,$883.12 
8983,22,$396.93 
8984,87,$465.09 
8985,81,$809.43 
8986,60,$592.12 
8987,71,$896.80 
8988,99,$619.36 
8989,26,$992.23 
8990,19,$443.88 
8991,12,$293.12 
8992,58,$202.18 
8993,28,$254.90 
8994,2,$566.31 
8995,53,$992.25 
8996,61,$519.56 
8997,28,$845.70 
8998,48,$863.68 
8999,49,$811.56 
9000,53,$593.85 
9001,52,$243.13 
9002,15,$774.67 
9003,66,$901.11 
9004,39,$784.21 
9005,26,$376.85 
9006,94,$571.96 
9007,44,$46.60 
9008,39,$658.74 
9009,76,$734.06 
9010,91,$799.63 
9011,17,$431.08 
9012,25,$915.80 
9013,14,$475.40 
9014,11,$718.07 
9015,31,$365.42 
9016,91,$461.90 
9017,26,$798.28 
9018,37,$387.38 
9019,35,$410.08 
9020,23,$581.08 
9021,90,$960.67 
9022,36,$341.04 
9023,10,$307.73 
9024,62,$707.70 
9025,92,$209.11 
9026,85,$531.55 
9027,65,$767.39 
9028,84,$546.39 
9029,54,$662.56 
9030,65,$397.99 
9031,42,$781.98 
9032,58,$314.45 
9033,5,$41.08 
9034,84,$267.11 
9035,37,$228.01 
9036,87,$977.73 
9037,41,$934.67 
9038,57,$303.67 
9039,45,$710.70 
9040,67,$52.51 
9041,65,$962.66 
9042,72,$472.00 
9043,81,$82.35 
9044,7,$342.80 
9045,86,$720.17 
9046,73,$792.55 
9047,19,$586.50 
9048,74,$186.16 
9049,77,$516.96 
9050,31,$710.28 
9051,65,$32.51 
9052,37,$221.50 
9053,17,$44.08 
9054,82,$797.63 
9055,16,$415.57 
9056,0,$377.38 
9057,39,$728.92 
9058,49,$918.91 
9059,22,$867.19 
9060,90,$261.77 
9061,89,$64.04 
9062,99,$823.59 
9063,80,$637.47 
9064,10,$595.64 
9065,49,$915.17 
9066,28,$141.25 
9067,88,$21.83 
9068,3,$602.25 
9069,80,$121.69 
9070,6,$466.77 
9071,79,$562.23 
9072,78,$228.84 
9073,67,$357.39 
9074,87,$428.86 
9075,63,$178.26 
9076,11,$568.43 
9077,76,$308.73 
9078,67,$858.97 
9079,66,$900.78 
9080,26,$789.48 
9081,80,$287.73 
9082,47,$595.64 
9083,55,$440.81 
9084,2,$543.94 
9085,3,$445.00 
9086,91,$638.00 
9087,41,$337.18 
9088,6,$956.20 
